,value
3154,diagnoses_icd9_f41271_0_15
3155,diagnoses_icd9_f41271_0_16
3156,diagnoses_icd9_f41271_0_17
3157,diagnoses_icd9_f41271_0_18
3158,diagnoses_icd9_f41271_0_19
3159,diagnoses_icd9_f41271_0_20
3160,diagnoses_icd9_f41271_0_21
3161,diagnoses_icd9_f41271_0_22
3162,diagnoses_icd9_f41271_0_23
3163,diagnoses_icd9_f41271_0_24
3164,diagnoses_icd9_f41271_0_25
3165,diagnoses_icd9_f41271_0_26
3166,diagnoses_icd9_f41271_0_27
3167,diagnoses_icd9_f41271_0_28
3168,diagnoses_icd9_f41271_0_29
3169,diagnoses_icd9_f41271_0_30
3170,diagnoses_icd9_f41271_0_31
3171,diagnoses_icd9_f41271_0_32
3172,diagnoses_icd9_f41271_0_33
3173,diagnoses_icd9_f41271_0_34
3174,diagnoses_icd9_f41271_0_35
3175,diagnoses_icd9_f41271_0_36
3176,diagnoses_icd9_f41271_0_37
3177,diagnoses_icd9_f41271_0_38
3178,diagnoses_icd9_f41271_0_39
3179,diagnoses_icd9_f41271_0_40
3180,diagnoses_icd9_f41271_0_41
3181,diagnoses_icd9_f41271_0_42
3182,diagnoses_icd9_f41271_0_43
3183,diagnoses_icd9_f41271_0_44
3184,diagnoses_icd9_f41271_0_45
3185,diagnoses_icd9_f41271_0_46
3186,operative_procedures_opcs4_f41272_0_0
3187,operative_procedures_opcs4_f41272_0_1
3188,operative_procedures_opcs4_f41272_0_2
3189,operative_procedures_opcs4_f41272_0_3
3190,operative_procedures_opcs4_f41272_0_4
3191,operative_procedures_opcs4_f41272_0_5
3192,operative_procedures_opcs4_f41272_0_6
3193,operative_procedures_opcs4_f41272_0_7
3194,operative_procedures_opcs4_f41272_0_8
3195,operative_procedures_opcs4_f41272_0_9
3196,operative_procedures_opcs4_f41272_0_10
3197,operative_procedures_opcs4_f41272_0_11
3198,operative_procedures_opcs4_f41272_0_12
3199,operative_procedures_opcs4_f41272_0_13
3200,operative_procedures_opcs4_f41272_0_14
3201,operative_procedures_opcs4_f41272_0_15
3202,operative_procedures_opcs4_f41272_0_16
3203,operative_procedures_opcs4_f41272_0_17
3204,operative_procedures_opcs4_f41272_0_18
3205,operative_procedures_opcs4_f41272_0_19
3206,operative_procedures_opcs4_f41272_0_20
3207,operative_procedures_opcs4_f41272_0_21
3208,operative_procedures_opcs4_f41272_0_22
3209,operative_procedures_opcs4_f41272_0_23
3210,operative_procedures_opcs4_f41272_0_24
3211,operative_procedures_opcs4_f41272_0_25
3212,operative_procedures_opcs4_f41272_0_26
3213,operative_procedures_opcs4_f41272_0_27
3214,operative_procedures_opcs4_f41272_0_28
3215,operative_procedures_opcs4_f41272_0_29
3216,operative_procedures_opcs4_f41272_0_30
3217,operative_procedures_opcs4_f41272_0_31
3218,operative_procedures_opcs4_f41272_0_32
3219,operative_procedures_opcs4_f41272_0_33
3220,operative_procedures_opcs4_f41272_0_34
3221,operative_procedures_opcs4_f41272_0_35
3222,operative_procedures_opcs4_f41272_0_36
3223,operative_procedures_opcs4_f41272_0_37
3224,operative_procedures_opcs4_f41272_0_38
3225,operative_procedures_opcs4_f41272_0_39
3226,operative_procedures_opcs4_f41272_0_40
3227,operative_procedures_opcs4_f41272_0_41
3228,operative_procedures_opcs4_f41272_0_42
3229,operative_procedures_opcs4_f41272_0_43
3230,operative_procedures_opcs4_f41272_0_44
3231,operative_procedures_opcs4_f41272_0_45
3232,operative_procedures_opcs4_f41272_0_46
3233,operative_procedures_opcs4_f41272_0_47
3234,operative_procedures_opcs4_f41272_0_48
3235,operative_procedures_opcs4_f41272_0_49
3236,operative_procedures_opcs4_f41272_0_50
3237,operative_procedures_opcs4_f41272_0_51
3238,operative_procedures_opcs4_f41272_0_52
3239,operative_procedures_opcs4_f41272_0_53
3240,operative_procedures_opcs4_f41272_0_54
3241,operative_procedures_opcs4_f41272_0_55
3242,operative_procedures_opcs4_f41272_0_56
3243,operative_procedures_opcs4_f41272_0_57
3244,operative_procedures_opcs4_f41272_0_58
3245,operative_procedures_opcs4_f41272_0_59
3246,operative_procedures_opcs4_f41272_0_60
3247,operative_procedures_opcs4_f41272_0_61
3248,operative_procedures_opcs4_f41272_0_62
3249,operative_procedures_opcs4_f41272_0_63
3250,operative_procedures_opcs4_f41272_0_64
3251,operative_procedures_opcs4_f41272_0_65
3252,operative_procedures_opcs4_f41272_0_66
3253,operative_procedures_opcs4_f41272_0_67
3254,operative_procedures_opcs4_f41272_0_68
3255,operative_procedures_opcs4_f41272_0_69
3256,operative_procedures_opcs4_f41272_0_70
3257,operative_procedures_opcs4_f41272_0_71
3258,operative_procedures_opcs4_f41272_0_72
3259,operative_procedures_opcs4_f41272_0_73
3260,operative_procedures_opcs4_f41272_0_74
3261,operative_procedures_opcs4_f41272_0_75
3262,operative_procedures_opcs4_f41272_0_76
3263,operative_procedures_opcs4_f41272_0_77
3264,operative_procedures_opcs4_f41272_0_78
3265,operative_procedures_opcs4_f41272_0_79
3266,operative_procedures_opcs4_f41272_0_80
3267,operative_procedures_opcs4_f41272_0_81
3268,operative_procedures_opcs4_f41272_0_82
3269,operative_procedures_opcs4_f41272_0_83
3270,operative_procedures_opcs4_f41272_0_84
3271,operative_procedures_opcs4_f41272_0_85
3272,operative_procedures_opcs4_f41272_0_86
3273,operative_procedures_opcs4_f41272_0_87
3274,operative_procedures_opcs4_f41272_0_88
3275,operative_procedures_opcs4_f41272_0_89
3276,operative_procedures_opcs4_f41272_0_90
3277,operative_procedures_opcs4_f41272_0_91
3278,operative_procedures_opcs4_f41272_0_92
3279,operative_procedures_opcs4_f41272_0_93
3280,operative_procedures_opcs4_f41272_0_94
3281,operative_procedures_opcs4_f41272_0_95
3282,operative_procedures_opcs4_f41272_0_96
3283,operative_procedures_opcs4_f41272_0_97
3284,operative_procedures_opcs4_f41272_0_98
3285,operative_procedures_opcs4_f41272_0_99
3286,operative_procedures_opcs4_f41272_0_100
3287,operative_procedures_opcs4_f41272_0_101
3288,operative_procedures_opcs4_f41272_0_102
3289,operative_procedures_opcs4_f41272_0_103
3290,operative_procedures_opcs4_f41272_0_104
3291,operative_procedures_opcs4_f41272_0_105
3292,operative_procedures_opcs4_f41272_0_106
3293,operative_procedures_opcs4_f41272_0_107
3294,operative_procedures_opcs4_f41272_0_108
3295,operative_procedures_opcs4_f41272_0_109
3296,operative_procedures_opcs4_f41272_0_110
3297,operative_procedures_opcs4_f41272_0_111
3298,operative_procedures_opcs4_f41272_0_112
3299,operative_procedures_opcs4_f41272_0_113
3300,operative_procedures_opcs4_f41272_0_114
3301,operative_procedures_opcs4_f41272_0_115
3302,operative_procedures_opcs4_f41272_0_116
3303,operative_procedures_opcs3_f41273_0_0
3304,operative_procedures_opcs3_f41273_0_1
3305,operative_procedures_opcs3_f41273_0_2
3306,operative_procedures_opcs3_f41273_0_3
3307,operative_procedures_opcs3_f41273_0_4
3308,operative_procedures_opcs3_f41273_0_5
3309,operative_procedures_opcs3_f41273_0_6
3310,operative_procedures_opcs3_f41273_0_7
3311,operative_procedures_opcs3_f41273_0_8
3312,operative_procedures_opcs3_f41273_0_9
3313,operative_procedures_opcs3_f41273_0_10
3314,operative_procedures_opcs3_f41273_0_11
3315,operative_procedures_opcs3_f41273_0_12
3316,operative_procedures_opcs3_f41273_0_13
3317,operative_procedures_opcs3_f41273_0_14
3318,operative_procedures_opcs3_f41273_0_15
3319,date_of_first_inpatient_diagnosis_icd10_f41280_0_0
3320,date_of_first_inpatient_diagnosis_icd10_f41280_0_1
3321,date_of_first_inpatient_diagnosis_icd10_f41280_0_2
3322,date_of_first_inpatient_diagnosis_icd10_f41280_0_3
3323,date_of_first_inpatient_diagnosis_icd10_f41280_0_4
3324,date_of_first_inpatient_diagnosis_icd10_f41280_0_5
3325,date_of_first_inpatient_diagnosis_icd10_f41280_0_6
3326,date_of_first_inpatient_diagnosis_icd10_f41280_0_7
3327,date_of_first_inpatient_diagnosis_icd10_f41280_0_8
3328,date_of_first_inpatient_diagnosis_icd10_f41280_0_9
3329,date_of_first_inpatient_diagnosis_icd10_f41280_0_10
3330,date_of_first_inpatient_diagnosis_icd10_f41280_0_11
3331,date_of_first_inpatient_diagnosis_icd10_f41280_0_12
3332,date_of_first_inpatient_diagnosis_icd10_f41280_0_13
3333,date_of_first_inpatient_diagnosis_icd10_f41280_0_14
3334,date_of_first_inpatient_diagnosis_icd10_f41280_0_15
3335,date_of_first_inpatient_diagnosis_icd10_f41280_0_16
3336,date_of_first_inpatient_diagnosis_icd10_f41280_0_17
3337,date_of_first_inpatient_diagnosis_icd10_f41280_0_18
3338,date_of_first_inpatient_diagnosis_icd10_f41280_0_19
3339,date_of_first_inpatient_diagnosis_icd10_f41280_0_20
3340,date_of_first_inpatient_diagnosis_icd10_f41280_0_21
3341,date_of_first_inpatient_diagnosis_icd10_f41280_0_22
3342,date_of_first_inpatient_diagnosis_icd10_f41280_0_23
3343,date_of_first_inpatient_diagnosis_icd10_f41280_0_24
3344,date_of_first_inpatient_diagnosis_icd10_f41280_0_25
3345,date_of_first_inpatient_diagnosis_icd10_f41280_0_26
3346,date_of_first_inpatient_diagnosis_icd10_f41280_0_27
3347,date_of_first_inpatient_diagnosis_icd10_f41280_0_28
3348,date_of_first_inpatient_diagnosis_icd10_f41280_0_29
3349,date_of_first_inpatient_diagnosis_icd10_f41280_0_30
3350,date_of_first_inpatient_diagnosis_icd10_f41280_0_31
3351,date_of_first_inpatient_diagnosis_icd10_f41280_0_32
3352,date_of_first_inpatient_diagnosis_icd10_f41280_0_33
3353,date_of_first_inpatient_diagnosis_icd10_f41280_0_34
3354,date_of_first_inpatient_diagnosis_icd10_f41280_0_35
3355,date_of_first_inpatient_diagnosis_icd10_f41280_0_36
3356,date_of_first_inpatient_diagnosis_icd10_f41280_0_37
3357,date_of_first_inpatient_diagnosis_icd10_f41280_0_38
3358,date_of_first_inpatient_diagnosis_icd10_f41280_0_39
3359,date_of_first_inpatient_diagnosis_icd10_f41280_0_40
3360,date_of_first_inpatient_diagnosis_icd10_f41280_0_41
3361,date_of_first_inpatient_diagnosis_icd10_f41280_0_42
3362,date_of_first_inpatient_diagnosis_icd10_f41280_0_43
3363,date_of_first_inpatient_diagnosis_icd10_f41280_0_44
3364,date_of_first_inpatient_diagnosis_icd10_f41280_0_45
3365,date_of_first_inpatient_diagnosis_icd10_f41280_0_46
3366,date_of_first_inpatient_diagnosis_icd10_f41280_0_47
3367,date_of_first_inpatient_diagnosis_icd10_f41280_0_48
3368,date_of_first_inpatient_diagnosis_icd10_f41280_0_49
3369,date_of_first_inpatient_diagnosis_icd10_f41280_0_50
3370,date_of_first_inpatient_diagnosis_icd10_f41280_0_51
3371,date_of_first_inpatient_diagnosis_icd10_f41280_0_52
3372,date_of_first_inpatient_diagnosis_icd10_f41280_0_53
3373,date_of_first_inpatient_diagnosis_icd10_f41280_0_54
3374,date_of_first_inpatient_diagnosis_icd10_f41280_0_55
3375,date_of_first_inpatient_diagnosis_icd10_f41280_0_56
3376,date_of_first_inpatient_diagnosis_icd10_f41280_0_57
3377,date_of_first_inpatient_diagnosis_icd10_f41280_0_58
3378,date_of_first_inpatient_diagnosis_icd10_f41280_0_59
3379,date_of_first_inpatient_diagnosis_icd10_f41280_0_60
3380,date_of_first_inpatient_diagnosis_icd10_f41280_0_61
3381,date_of_first_inpatient_diagnosis_icd10_f41280_0_62
3382,date_of_first_inpatient_diagnosis_icd10_f41280_0_63
3383,date_of_first_inpatient_diagnosis_icd10_f41280_0_64
3384,date_of_first_inpatient_diagnosis_icd10_f41280_0_65
3385,date_of_first_inpatient_diagnosis_icd10_f41280_0_66
3386,date_of_first_inpatient_diagnosis_icd10_f41280_0_67
3387,date_of_first_inpatient_diagnosis_icd10_f41280_0_68
3388,date_of_first_inpatient_diagnosis_icd10_f41280_0_69
3389,date_of_first_inpatient_diagnosis_icd10_f41280_0_70
3390,date_of_first_inpatient_diagnosis_icd10_f41280_0_71
3391,date_of_first_inpatient_diagnosis_icd10_f41280_0_72
3392,date_of_first_inpatient_diagnosis_icd10_f41280_0_73
3393,date_of_first_inpatient_diagnosis_icd10_f41280_0_74
3394,date_of_first_inpatient_diagnosis_icd10_f41280_0_75
3395,date_of_first_inpatient_diagnosis_icd10_f41280_0_76
3396,date_of_first_inpatient_diagnosis_icd10_f41280_0_77
3397,date_of_first_inpatient_diagnosis_icd10_f41280_0_78
3398,date_of_first_inpatient_diagnosis_icd10_f41280_0_79
3399,date_of_first_inpatient_diagnosis_icd10_f41280_0_80
3400,date_of_first_inpatient_diagnosis_icd10_f41280_0_81
3401,date_of_first_inpatient_diagnosis_icd10_f41280_0_82
3402,date_of_first_inpatient_diagnosis_icd10_f41280_0_83
3403,date_of_first_inpatient_diagnosis_icd10_f41280_0_84
3404,date_of_first_inpatient_diagnosis_icd10_f41280_0_85
3405,date_of_first_inpatient_diagnosis_icd10_f41280_0_86
3406,date_of_first_inpatient_diagnosis_icd10_f41280_0_87
3407,date_of_first_inpatient_diagnosis_icd10_f41280_0_88
3408,date_of_first_inpatient_diagnosis_icd10_f41280_0_89
3409,date_of_first_inpatient_diagnosis_icd10_f41280_0_90
3410,date_of_first_inpatient_diagnosis_icd10_f41280_0_91
3411,date_of_first_inpatient_diagnosis_icd10_f41280_0_92
3412,date_of_first_inpatient_diagnosis_icd10_f41280_0_93
3413,date_of_first_inpatient_diagnosis_icd10_f41280_0_94
3414,date_of_first_inpatient_diagnosis_icd10_f41280_0_95
3415,date_of_first_inpatient_diagnosis_icd10_f41280_0_96
3416,date_of_first_inpatient_diagnosis_icd10_f41280_0_97
3417,date_of_first_inpatient_diagnosis_icd10_f41280_0_98
3418,date_of_first_inpatient_diagnosis_icd10_f41280_0_99
3419,date_of_first_inpatient_diagnosis_icd10_f41280_0_100
3420,date_of_first_inpatient_diagnosis_icd10_f41280_0_101
3421,date_of_first_inpatient_diagnosis_icd10_f41280_0_102
3422,date_of_first_inpatient_diagnosis_icd10_f41280_0_103
3423,date_of_first_inpatient_diagnosis_icd10_f41280_0_104
3424,date_of_first_inpatient_diagnosis_icd10_f41280_0_105
3425,date_of_first_inpatient_diagnosis_icd10_f41280_0_106
3426,date_of_first_inpatient_diagnosis_icd10_f41280_0_107
3427,date_of_first_inpatient_diagnosis_icd10_f41280_0_108
3428,date_of_first_inpatient_diagnosis_icd10_f41280_0_109
3429,date_of_first_inpatient_diagnosis_icd10_f41280_0_110
3430,date_of_first_inpatient_diagnosis_icd10_f41280_0_111
3431,date_of_first_inpatient_diagnosis_icd10_f41280_0_112
3432,date_of_first_inpatient_diagnosis_icd10_f41280_0_113
3433,date_of_first_inpatient_diagnosis_icd10_f41280_0_114
3434,date_of_first_inpatient_diagnosis_icd10_f41280_0_115
3435,date_of_first_inpatient_diagnosis_icd10_f41280_0_116
3436,date_of_first_inpatient_diagnosis_icd10_f41280_0_117
3437,date_of_first_inpatient_diagnosis_icd10_f41280_0_118
3438,date_of_first_inpatient_diagnosis_icd10_f41280_0_119
3439,date_of_first_inpatient_diagnosis_icd10_f41280_0_120
3440,date_of_first_inpatient_diagnosis_icd10_f41280_0_121
3441,date_of_first_inpatient_diagnosis_icd10_f41280_0_122
3442,date_of_first_inpatient_diagnosis_icd10_f41280_0_123
3443,date_of_first_inpatient_diagnosis_icd10_f41280_0_124
3444,date_of_first_inpatient_diagnosis_icd10_f41280_0_125
3445,date_of_first_inpatient_diagnosis_icd10_f41280_0_126
3446,date_of_first_inpatient_diagnosis_icd10_f41280_0_127
3447,date_of_first_inpatient_diagnosis_icd10_f41280_0_128
3448,date_of_first_inpatient_diagnosis_icd10_f41280_0_129
3449,date_of_first_inpatient_diagnosis_icd10_f41280_0_130
3450,date_of_first_inpatient_diagnosis_icd10_f41280_0_131
3451,date_of_first_inpatient_diagnosis_icd10_f41280_0_132
3452,date_of_first_inpatient_diagnosis_icd10_f41280_0_133
3453,date_of_first_inpatient_diagnosis_icd10_f41280_0_134
3454,date_of_first_inpatient_diagnosis_icd10_f41280_0_135
3455,date_of_first_inpatient_diagnosis_icd10_f41280_0_136
3456,date_of_first_inpatient_diagnosis_icd10_f41280_0_137
3457,date_of_first_inpatient_diagnosis_icd10_f41280_0_138
3458,date_of_first_inpatient_diagnosis_icd10_f41280_0_139
3459,date_of_first_inpatient_diagnosis_icd10_f41280_0_140
3460,date_of_first_inpatient_diagnosis_icd10_f41280_0_141
3461,date_of_first_inpatient_diagnosis_icd10_f41280_0_142
3462,date_of_first_inpatient_diagnosis_icd10_f41280_0_143
3463,date_of_first_inpatient_diagnosis_icd10_f41280_0_144
3464,date_of_first_inpatient_diagnosis_icd10_f41280_0_145
3465,date_of_first_inpatient_diagnosis_icd10_f41280_0_146
3466,date_of_first_inpatient_diagnosis_icd10_f41280_0_147
3467,date_of_first_inpatient_diagnosis_icd10_f41280_0_148
3468,date_of_first_inpatient_diagnosis_icd10_f41280_0_149
3469,date_of_first_inpatient_diagnosis_icd10_f41280_0_150
3470,date_of_first_inpatient_diagnosis_icd10_f41280_0_151
3471,date_of_first_inpatient_diagnosis_icd10_f41280_0_152
3472,date_of_first_inpatient_diagnosis_icd10_f41280_0_153
3473,date_of_first_inpatient_diagnosis_icd10_f41280_0_154
3474,date_of_first_inpatient_diagnosis_icd10_f41280_0_155
3475,date_of_first_inpatient_diagnosis_icd10_f41280_0_156
3476,date_of_first_inpatient_diagnosis_icd10_f41280_0_157
3477,date_of_first_inpatient_diagnosis_icd10_f41280_0_158
3478,date_of_first_inpatient_diagnosis_icd10_f41280_0_159
3479,date_of_first_inpatient_diagnosis_icd10_f41280_0_160
3480,date_of_first_inpatient_diagnosis_icd10_f41280_0_161
3481,date_of_first_inpatient_diagnosis_icd10_f41280_0_162
3482,date_of_first_inpatient_diagnosis_icd10_f41280_0_163
3483,date_of_first_inpatient_diagnosis_icd10_f41280_0_164
3484,date_of_first_inpatient_diagnosis_icd10_f41280_0_165
3485,date_of_first_inpatient_diagnosis_icd10_f41280_0_166
3486,date_of_first_inpatient_diagnosis_icd10_f41280_0_167
3487,date_of_first_inpatient_diagnosis_icd10_f41280_0_168
3488,date_of_first_inpatient_diagnosis_icd10_f41280_0_169
3489,date_of_first_inpatient_diagnosis_icd10_f41280_0_170
3490,date_of_first_inpatient_diagnosis_icd10_f41280_0_171
3491,date_of_first_inpatient_diagnosis_icd10_f41280_0_172
3492,date_of_first_inpatient_diagnosis_icd10_f41280_0_173
3493,date_of_first_inpatient_diagnosis_icd10_f41280_0_174
3494,date_of_first_inpatient_diagnosis_icd10_f41280_0_175
3495,date_of_first_inpatient_diagnosis_icd10_f41280_0_176
3496,date_of_first_inpatient_diagnosis_icd10_f41280_0_177
3497,date_of_first_inpatient_diagnosis_icd10_f41280_0_178
3498,date_of_first_inpatient_diagnosis_icd10_f41280_0_179
3499,date_of_first_inpatient_diagnosis_icd10_f41280_0_180
3500,date_of_first_inpatient_diagnosis_icd10_f41280_0_181
3501,date_of_first_inpatient_diagnosis_icd10_f41280_0_182
3502,date_of_first_inpatient_diagnosis_icd10_f41280_0_183
3503,date_of_first_inpatient_diagnosis_icd10_f41280_0_184
3504,date_of_first_inpatient_diagnosis_icd10_f41280_0_185
3505,date_of_first_inpatient_diagnosis_icd10_f41280_0_186
3506,date_of_first_inpatient_diagnosis_icd10_f41280_0_187
3507,date_of_first_inpatient_diagnosis_icd10_f41280_0_188
3508,date_of_first_inpatient_diagnosis_icd10_f41280_0_189
3509,date_of_first_inpatient_diagnosis_icd10_f41280_0_190
3510,date_of_first_inpatient_diagnosis_icd10_f41280_0_191
3511,date_of_first_inpatient_diagnosis_icd10_f41280_0_192
3512,date_of_first_inpatient_diagnosis_icd10_f41280_0_193
3513,date_of_first_inpatient_diagnosis_icd10_f41280_0_194
3514,date_of_first_inpatient_diagnosis_icd10_f41280_0_195
3515,date_of_first_inpatient_diagnosis_icd10_f41280_0_196
3516,date_of_first_inpatient_diagnosis_icd10_f41280_0_197
3517,date_of_first_inpatient_diagnosis_icd10_f41280_0_198
3518,date_of_first_inpatient_diagnosis_icd10_f41280_0_199
3519,date_of_first_inpatient_diagnosis_icd10_f41280_0_200
3520,date_of_first_inpatient_diagnosis_icd10_f41280_0_201
3521,date_of_first_inpatient_diagnosis_icd10_f41280_0_202
3522,date_of_first_inpatient_diagnosis_icd10_f41280_0_203
3523,date_of_first_inpatient_diagnosis_icd10_f41280_0_204
3524,date_of_first_inpatient_diagnosis_icd10_f41280_0_205
